###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: NiktaFakhri 2
### Launch time: 0:00:06 1/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
1	0:00:07	1/1/2019 	207	813.00	50.00	22.52	24.65	102460.62	48035	0	NiktaFakhri 2	
2	0:00:07	1/1/2019 	645	729.00	15.00	16.69	24.65	102461.02	54035	0	NiktaFakhri 2	
3	0:00:07	1/1/2019 	864	579.00	9.00	13.75	24.65	102461.02	1836	0	NiktaFakhri 2	
4	0:00:08	1/1/2019 	1027	99.00	8.00	6.57	24.65	102460.84	1835	0	NiktaFakhri 2	
5	0:00:09	1/1/2019 	2462	963.00	213.00	46.64	24.65	102461.05	49879	0	NiktaFakhri 2	
6	0:00:10	1/1/2019 	3307	417.00	9.00	12.32	24.66	102461.10	49880	0	NiktaFakhri 2	
7	0:00:10	1/1/2019 	3764	165.00	9.00	8.44	24.66	102461.10	49878	0	NiktaFakhri 2	
8	0:00:10	1/1/2019 	3772	109.00	8.00	6.84	24.66	102461.10	3883	0	NiktaFakhri 2	
9	0:00:11	1/1/2019 	4562	88.00	9.00	6.30	24.66	102461.30	49880	0	NiktaFakhri 2	
10	0:00:11	1/1/2019 	4713	710.00	13.00	16.01	24.66	102461.36	1835	0	NiktaFakhri 2	
11	0:00:11	1/1/2019 	4789	885.00	85.00	27.24	24.66	102461.36	1835	1	NiktaFakhri 2	
12	0:00:11	1/1/2019 	4943	978.00	467.00	82.94	24.66	102461.36	1835	0	NiktaFakhri 2	
13	0:00:12	1/1/2019 	5162	72.00	10.00	6.01	24.66	102461.36	1834	0	NiktaFakhri 2	
14	0:00:12	1/1/2019 	5728	744.00	19.00	17.88	24.66	102461.75	51874	0	NiktaFakhri 2	
15	0:00:13	1/1/2019 	6162	820.00	59.00	23.46	24.66	102461.92	1837	0	NiktaFakhri 2	
16	0:00:13	1/1/2019 	6862	400.00	9.00	12.18	24.66	102461.75	49879	0	NiktaFakhri 2	
17	0:00:14	1/1/2019 	7026	573.00	9.00	13.68	24.66	102461.75	1835	0	NiktaFakhri 2	
18	0:00:14	1/1/2019 	7172	104.00	9.00	6.70	24.67	102461.81	1836	0	NiktaFakhri 2	
19	0:00:14	1/1/2019 	7422	561.00	9.00	13.53	24.67	102461.81	1835	0	NiktaFakhri 2	
20	0:00:14	1/1/2019 	7913	964.00	181.00	43.46	24.67	102461.65	49876	0	NiktaFakhri 2	
21	0:00:16	1/1/2019 	9008	417.00	9.00	12.32	24.67	102461.91	51873	0	NiktaFakhri 2	
22	0:00:16	1/1/2019 	9438	171.00	8.00	8.59	24.67	102461.73	1836	0	NiktaFakhri 2	
23	0:00:17	1/1/2019 	10265	657.00	10.00	14.85	24.68	102462.03	49877	0	NiktaFakhri 2	
24	0:00:17	1/1/2019 	10617	409.00	8.00	12.19	24.68	102462.03	50639	0	NiktaFakhri 2	
25	0:00:17	1/1/2019 	10656	912.00	113.00	32.54	24.68	102462.03	1835	1	NiktaFakhri 2	
26	0:00:18	1/1/2019 	11158	445.00	9.00	12.52	24.68	102461.70	1835	1	NiktaFakhri 2	
27	0:00:18	1/1/2019 	11414	67.00	8.00	5.94	24.68	102461.72	3974	0	NiktaFakhri 2	
28	0:00:18	1/1/2019 	11657	77.00	8.00	6.08	24.68	102461.72	49877	0	NiktaFakhri 2	
