###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: Umbriel
### Launch time: 0:00:05 1/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
1	0:00:07	1/1/2019 	1133	529.00	9.00	13.18	25.24	102395.41	95945	0	Umbriel	
2	0:00:07	1/1/2019 	1771	572.00	9.00	13.67	25.24	102395.67	53906	0	Umbriel	
3	0:00:08	1/1/2019 	2427	964.00	555.00	95.42	25.24	102395.34	1849	0	Umbriel	
4	0:00:08	1/1/2019 	2787	164.00	9.00	8.41	25.24	102395.57	49819	0	Umbriel	
5	0:00:08	1/1/2019 	2842	88.00	9.00	6.30	25.24	102395.57	1848	0	Umbriel	
6	0:00:08	1/1/2019 	2895	624.00	10.00	14.53	25.24	102395.57	1849	0	Umbriel	
7	0:00:09	1/1/2019 	3165	260.00	9.00	10.48	25.24	102395.83	1849	0	Umbriel	
8	0:00:09	1/1/2019 	3258	427.00	9.00	12.39	25.24	102395.83	1850	0	Umbriel	
9	0:00:10	1/1/2019 	4028	372.00	9.00	11.93	25.25	102396.09	51795	0	Umbriel	
10	0:00:10	1/1/2019 	4119	186.00	8.00	8.97	25.25	102396.09	1850	0	Umbriel	
11	0:00:10	1/1/2019 	4354	103.00	8.00	6.67	25.25	102396.19	1848	0	Umbriel	
12	0:00:10	1/1/2019 	4549	547.00	9.00	13.37	25.25	102396.19	49817	0	Umbriel	
13	0:00:10	1/1/2019 	4572	141.00	8.00	7.76	25.25	102396.19	1848	0	Umbriel	
14	0:00:10	1/1/2019 	4771	888.00	103.00	30.52	25.25	102396.29	1846	0	Umbriel	
15	0:00:10	1/1/2019 	4805	953.00	198.00	45.23	25.25	102396.29	3824	0	Umbriel	
16	0:00:11	1/1/2019 	5076	938.00	148.00	38.97	25.25	102396.29	1848	0	Umbriel	
17	0:00:11	1/1/2019 	5806	886.00	99.00	29.75	25.26	102396.61	49820	1	Umbriel	
18	0:00:12	1/1/2019 	6386	928.00	139.00	37.45	25.26	102396.71	1849	0	Umbriel	
19	0:00:13	1/1/2019 	7168	717.00	17.00	17.25	25.26	102397.08	49820	0	Umbriel	
20	0:00:13	1/1/2019 	7575	707.00	14.00	16.33	25.27	102397.17	49818	0	Umbriel	
21	0:00:13	1/1/2019 	7615	977.00	711.00	128.35	25.27	102397.17	1849	0	Umbriel	
22	0:00:13	1/1/2019 	7835	248.00	8.00	10.26	25.27	102397.17	3824	0	Umbriel	
23	0:00:13	1/1/2019 	7850	835.00	78.00	25.96	25.27	102397.17	1848	0	Umbriel	
24	0:00:14	1/1/2019 	8060	136.00	8.00	7.62	25.27	102397.41	1849	0	Umbriel	
25	0:00:14	1/1/2019 	8746	716.00	17.00	17.24	25.27	102397.50	49816	0	Umbriel	
26	0:00:14	1/1/2019 	8817	777.00	36.00	20.98	25.27	102397.50	1850	0	Umbriel	
27	0:00:15	1/1/2019 	9055	909.00	123.00	34.47	25.27	102397.50	1849	0	Umbriel	
28	0:00:15	1/1/2019 	9281	630.00	9.00	14.37	25.27	102397.42	1851	0	Umbriel	
29	0:00:15	1/1/2019 	9927	797.00	49.00	22.38	25.28	102397.36	51848	0	Umbriel	
30	0:00:16	1/1/2019 	10254	342.00	9.00	11.62	25.28	102397.45	2596	0	Umbriel	
31	0:00:16	1/1/2019 	10940	141.00	9.00	7.76	25.28	102397.21	49820	0	Umbriel	
32	0:00:17	1/1/2019 	11415	359.00	9.00	11.80	25.28	102397.31	1848	0	Umbriel	
33	0:00:17	1/1/2019 	11673	958.00	279.00	53.87	25.28	102397.31	49822	1	Umbriel	
34	0:00:17	1/1/2019 	11685	624.00	10.00	14.53	25.28	102397.31	1849	0	Umbriel	
35	0:00:17	1/1/2019 	11975	145.00	8.00	7.87	25.29	102397.41	3963	0	Umbriel	
36	0:00:18	1/1/2019 	12175	933.00	144.00	38.31	25.29	102397.41	1847	1	Umbriel	
37	0:00:18	1/1/2019 	12268	423.00	8.00	12.30	25.29	102397.41	1850	0	Umbriel	
38	0:00:18	1/1/2019 	12728	97.00	8.00	6.52	25.29	102397.50	49815	0	Umbriel	
39	0:00:18	1/1/2019 	12790	65.00	8.00	5.92	25.29	102397.50	1847	0	Umbriel	
40	0:00:19	1/1/2019 	13094	76.00	8.00	6.07	25.29	102397.77	1846	0	Umbriel	
41	0:00:19	1/1/2019 	13165	920.00	130.00	35.82	25.29	102397.77	1847	0	Umbriel	
42	0:00:19	1/1/2019 	13209	958.00	280.00	54.01	25.29	102397.77	3824	0	Umbriel	
43	0:00:19	1/1/2019 	13661	584.00	9.00	13.82	25.29	102397.70	49820	0	Umbriel	
44	0:00:20	1/1/2019 	14458	148.00	8.00	7.96	25.30	102397.77	1848	0	Umbriel	
45	0:00:20	1/1/2019 	14962	73.00	8.00	6.02	25.30	102397.86	49817	0	Umbriel	
46	0:00:21	1/1/2019 	15083	568.00	9.00	13.62	25.30	102397.86	1846	0	Umbriel	
47	0:00:22	1/1/2019 	16197	857.00	87.00	27.48	25.30	102397.88	49820	0	Umbriel	
48	0:00:23	1/1/2019 	17006	656.00	10.00	14.85	25.31	102398.05	51793	0	Umbriel	
49	0:00:23	1/1/2019 	17677	66.00	8.00	5.93	25.31	102397.70	49818	0	Umbriel	
50	0:00:23	1/1/2019 	17978	944.00	157.00	40.36	25.31	102397.80	1847	0	Umbriel	
51	0:00:24	1/1/2019 	18157	204.00	8.00	9.39	25.31	102397.80	1849	0	Umbriel	
52	0:00:24	1/1/2019 	18238	583.00	9.00	13.81	25.31	102397.80	1849	0	Umbriel	
53	0:00:24	1/1/2019 	18255	88.00	9.00	6.30	25.31	102397.80	1849	0	Umbriel	
54	0:00:24	1/1/2019 	18424	728.00	21.00	18.31	25.31	102397.80	1849	0	Umbriel	
55	0:00:24	1/1/2019 	18481	63.00	8.00	5.91	25.31	102397.91	3824	0	Umbriel	
56	0:00:24	1/1/2019 	18564	345.00	9.00	11.65	25.31	102397.91	49817	0	Umbriel	
57	0:00:25	1/1/2019 	19277	86.00	8.00	6.26	25.32	102397.83	1849	0	Umbriel	
58	0:00:25	1/1/2019 	19364	173.00	9.00	8.65	25.32	102397.83	1847	0	Umbriel	
59	0:00:25	1/1/2019 	19648	203.00	9.00	9.38	25.32	102397.92	49819	0	Umbriel	
60	0:00:25	1/1/2019 	19710	78.00	8.00	6.10	25.32	102397.92	2595	0	Umbriel	
